SN670TQ,8,15,16,18
SO925RV,8,25,17,5
SO098HA,8,26,8,40
TV368JL,8,33,10,52
SO287VW,8,41,19,0
GL467SF,8,55,14,47
TV998XZ,8,58,10,25
SN042GC,8,59,11,23
KE934ED,9,5,17,7
SO857WB,9,11,12,53
KE633BX,9,12,11,26
SN624DW,9,17,9,20
RV361PO,9,40,17,26
KS667BB,9,41,11,16
RV721FC,9,52,13,13
KS439TB,9,53,19,0
RV430UD,9,53,14,18
SO988LH,10,30,11,12
MI039TP,10,53,19,0
SN760ND,11,23,17,55
SN042GC,12,19,16,40
KE485SX,12,20,15,27
MI725CQ,12,22,15,17
KS837OB,12,35,19,0
KE961UN,12,37,12,47
GL955FN,12,37,19,0
KS667BB,12,39,19,0
SN389MW,12,44,13,50
SO006HL,12,57,17,55
MI623KQ,13,33,18,14
RV064JJ,13,38,16,46
KE204RD,13,47,16,35
GL371PF,14,3,15,52
TV870BN,14,15,19,0
TV021CL,14,58,17,45
SO550LE,15,16,18,12
SO603HB,15,26,17,35
SN258IN,15,27,18,0
GL572GC,15,40,19,0
KE435HY,15,47,19,0
GL867MO,15,47,19,0
SO620QI,16,12,18,31
RV352EU,16,46,16,47
RV092IC,17,27,18,33
GL305KQ,17,36,19,0
SN225VJ,17,51,18,1
RV818WH,17,55,18,57
GL798VB,18,31,19,0
SO248QV,18,34,19,0
GL761WR,18,39,19,0
MI871QR,18,43,19,0
KS215JW,18,56,19,0
