KE356EO,6,17,7,51
TV663AG,6,33,19,0
KS470VN,6,34,10,5
TV402AF,7,8,12,21
SO477UA,7,10,19,0
TV109XO,7,29,13,59
KS245CH,7,40,17,1
SN935GB,7,52,19,0
KE275WR,8,6,12,59
GL227SE,8,15,19,0
GL205HW,8,38,10,28
RV076OU,8,49,13,45
TV112XR,9,34,13,54
SN512JB,9,37,19,0
GL804DD,9,46,17,36
SO857JS,10,23,12,30
TV039IR,10,32,13,51
TV322WC,10,44,12,35
TV317MX,11,0,11,33
TV645PR,11,2,13,18
GL640RR,11,12,19,0
KS470VN,11,23,12,39
KE763KO,11,44,12,6
KS120KM,11,49,17,57
MI185EE,11,59,19,0
KS093GG,12,36,18,57
KS334MB,13,16,19,0
SN103YG,13,22,17,57
KS551DJ,13,29,15,40
KS305XN,13,30,15,1
SO501FE,13,45,14,15
SN346UM,13,50,13,51
SO276OH,13,54,14,53
TV659QO,13,55,18,17
MI632NP,13,57,14,51
KS409WI,14,8,17,5
KS590KE,14,12,18,21
TV109XO,14,19,15,38
KE763KO,14,33,19,0
MI382RG,14,39,15,25
SO174ET,14,55,19,0
RV076OU,14,59,17,37
SN700YJ,15,30,18,36
TV039IR,15,38,19,0
SO198GT,16,1,19,0
SO276OH,16,1,18,38
SN874GJ,16,35,18,28
KE836AQ,16,41,17,35
KS916GP,17,2,17,56
TV754ZB,17,8,19,0
MI382RG,17,23,17,54
KE457YY,17,29,17,55
MI348KQ,17,59,18,39
MI380TR,18,28,19,0
MI013JU,18,31,19,0
KS095UK,18,35,18,39
KS865EW,18,57,19,0
