KE992MQ,7,15,13,5
KS370XM,7,16,8,49
SO358YQ,7,31,13,26
MI777EB,7,54,13,49
SO799RZ,8,14,15,21
GL165QY,8,17,12,41
GL443AV,8,22,18,0
TV954HV,8,25,14,43
GL788VA,9,10,15,21
RV155UA,9,19,9,58
GL585FP,9,27,14,49
KS240BP,9,48,13,55
KS076AX,9,56,12,34
TV190US,10,6,11,26
TV221YB,10,24,13,7
RV951GX,10,33,15,20
RV155UA,10,52,13,1
RV696AT,10,56,16,31
RV362GH,11,8,13,16
KS496IO,11,37,14,36
SN553JP,11,40,12,14
GL736MA,11,41,13,21
KE132UF,12,9,12,54
KE613UT,12,19,13,11
TV190US,12,43,16,43
SO726IY,13,5,13,17
SN641EB,13,18,14,33
SO285AE,13,22,18,0
SO730MW,13,30,18,0
MI152OQ,13,31,18,0
KE182DB,13,36,14,42
GL165QY,13,43,17,51
MI329BD,13,51,18,0
KS076AX,13,51,15,24
SO370UO,13,56,18,0
MI834QY,13,58,14,27
KE132UF,14,13,17,22
GL132QG,14,16,18,0
SN256XX,14,26,15,35
SO645JF,14,40,18,0
KE613UT,14,43,15,13
KE992MQ,14,47,15,46
RV155UA,14,59,18,0
MI795OY,15,3,18,0
GL018VO,15,16,16,38
KE448SF,15,17,18,0
KS496IO,15,25,15,37
SO705CN,15,35,15,47
MI777EB,15,49,17,30
RV790GC,15,59,16,50
KS056VX,16,1,17,12
MI622DI,16,3,16,48
SO161YV,16,45,16,50
KS422DC,16,48,17,45
KE840VT,16,50,18,0
GL628HR,16,50,17,0
KS221CT,17,1,17,44
KE455HD,17,3,18,0
TV428UD,17,25,18,0
GL882BR,17,42,17,45
