TV306HQ,7,6,9,34
GL524YY,7,33,16,2
SN176PQ,7,37,14,10
KS688UX,7,49,9,16
GL836UZ,8,23,18,0
GL562HP,8,30,17,35
SO234AG,8,30,8,37
SO482QT,8,30,8,47
SO504KL,8,51,17,2
MI398YB,9,6,16,34
GL962YK,9,7,13,27
GL427CX,9,8,12,4
KE366JN,9,13,16,13
SO899PF,9,38,11,15
GL349GU,10,1,14,9
GL294BR,10,10,17,32
SO482QT,10,16,12,6
MI688FE,10,26,13,4
SO301ER,10,33,11,55
SO966ZS,10,33,17,55
SN967AR,10,48,16,26
TV453NI,10,54,18,0
SN142XW,11,1,11,38
TV266ZW,11,6,13,43
KS410KH,11,8,17,45
KS531XD,11,39,12,58
KE542TG,11,55,16,28
TV306HQ,11,57,15,39
GL662FN,11,57,14,4
SN879VX,12,11,14,20
KS545MN,12,22,13,58
GL392RM,12,24,17,6
TV206GO,12,24,16,59
RV871QU,12,29,17,50
MI176PK,12,51,14,13
SN339KF,13,2,18,0
SO301ER,13,29,13,43
KS531XD,13,49,14,29
RV587HU,13,50,13,52
KS360SC,14,1,14,34
GL080AL,14,32,16,31
SO482QT,14,43,17,48
SN907EK,15,7,17,38
MI876TO,15,17,17,1
SO301ER,15,21,16,55
KE234AD,15,27,18,0
KE429AJ,15,27,15,54
GL349GU,15,42,17,44
SN425UB,15,43,15,52
SN176PQ,16,1,16,8
MI176PK,16,5,18,0
SO724OR,16,21,18,0
SN585XL,16,47,18,0
SN010XB,16,58,17,8
TV986KC,17,14,17,47
MI795HD,17,17,18,0
MI841LO,17,35,17,46
KE977WY,17,46,18,0
SN181KM,17,55,18,0
