SO476AG,7,5,10,13
KS193MQ,7,27,16,59
KE235AP,7,27,17,6
SN437SK,7,30,7,47
SN338EN,7,31,15,33
RV669WI,8,17,13,56
SO392DI,8,20,15,32
SN807LO,8,22,13,45
SO718UZ,9,16,9,43
SO042UM,9,31,16,33
KE593YD,9,52,12,34
TV788RH,10,19,11,1
KS544IH,10,59,18,16
TV376RX,11,10,11,43
MI491MY,11,22,18,26
SO099DK,11,32,15,51
TV327JC,11,57,17,41
GL855NH,12,13,15,36
SN342SJ,12,18,13,51
SO918PY,12,25,14,38
SO476AG,12,28,14,39
SO841KE,12,29,13,51
SO593LI,12,34,15,17
GL118CX,12,38,17,29
MI870XA,12,46,14,47
SO199AG,13,2,18,53
KE593YD,13,10,15,7
RV695TM,13,18,16,18
KS365WW,13,26,19,0
SN280RC,13,32,15,13
KE303KV,13,37,13,50
GL369YS,13,38,13,58
SN807LO,14,4,15,28
SN342SJ,14,7,19,0
RV669WI,14,12,15,26
SN562CH,14,21,19,0
GL047XU,14,23,18,55
KE388YP,14,24,14,36
KS020VQ,14,27,19,0
MI793JW,14,41,18,8
TV453JP,14,43,15,35
RV912XZ,14,45,18,13
SN799PZ,15,6,15,46
GL517PU,15,14,16,37
TV344XY,15,27,18,57
SN130FU,15,31,15,55
KS314KY,15,46,15,58
SO896JP,16,7,17,29
SO918PY,16,12,17,48
KE155FH,16,14,16,35
SO392DI,16,25,17,41
SO476AG,16,40,19,0
SO099DK,16,50,19,0
SN799PZ,16,52,17,53
GL694SO,17,4,17,43
SO730PL,17,28,18,17
TV068CF,17,28,19,0
RV669WI,17,29,17,46
SN547LF,18,8,18,53
SN949CW,18,14,19,0
SO966VT,18,16,19,0
