MI894HH,7,9,17,36
SO290VD,7,41,11,48
SO208AW,8,43,15,35
SO205KF,9,27,13,12
TV651EI,9,40,11,0
MI165BE,9,52,16,41
SN304VZ,10,2,13,11
GL693JM,10,28,11,5
SO346RX,10,41,12,16
GL412NA,11,5,11,39
RV053GC,11,19,12,19
GL474NJ,11,23,14,15
MI523FS,11,24,13,55
KE423NR,12,6,18,0
KE879SB,12,11,13,42
TV159BQ,12,14,17,11
SO290VD,12,19,13,23
TV239SD,12,27,16,40
GL985MC,12,40,14,30
KE115NP,12,43,18,0
MI040UQ,12,50,18,0
MI463IC,13,7,16,45
KE686TB,13,24,15,58
TV651EI,13,31,13,53
SO105XE,13,35,15,58
RV725JD,13,36,15,9
TV645EG,13,45,18,0
TV132QZ,14,7,17,7
SO238WH,14,7,18,0
RV053GC,14,10,16,34
SO290VD,14,18,15,41
KE253RJ,14,20,15,39
SN749ZH,14,20,16,22
SO047UJ,14,32,14,49
SN627QM,14,35,15,51
RV300TR,14,38,14,42
KE879SB,14,40,18,0
TV385NH,14,55,17,26
GL526QM,14,56,16,35
GL416MI,15,20,16,43
KS951FZ,15,21,17,44
RV837PV,15,21,15,46
MI194YX,15,23,16,32
MI025EH,15,29,17,24
KS421FD,15,30,17,59
KS766AO,15,34,18,0
SO205KF,15,34,17,52
KS967JJ,15,39,18,0
TV873UI,15,45,15,58
KS225JG,15,58,16,16
GL985MC,16,1,16,22
SN874DT,16,5,16,9
SN590HD,16,28,17,35
KS010WK,17,2,18,0
MI507YQ,17,30,17,31
SO756CC,17,34,18,0
MI491LK,17,49,17,52
