KS044ST,6,12,16,1
KE373CT,6,37,17,30
MI974LQ,7,49,14,34
MI802EQ,7,55,9,21
SO610FE,7,56,11,23
KS144DW,7,56,10,0
SN482OX,8,11,17,6
MI975YM,8,22,10,8
KS985JE,8,32,15,55
TV834YJ,8,39,8,58
KS701SH,8,43,18,39
SO388QN,8,47,8,50
SN623AR,9,44,13,57
SN597WE,9,59,10,27
TV017DE,10,2,15,12
MI899TF,10,9,10,53
TV697JO,10,11,11,9
SO323AY,10,11,12,52
KE704OO,10,15,13,39
MI802EQ,10,18,16,23
SO109HK,10,21,17,2
TV292FO,10,22,11,48
KS818QR,10,27,12,22
TV834YJ,10,31,11,10
RV405HA,10,50,13,8
MI212CV,11,1,15,10
KS319IQ,11,5,19,0
TV669OS,11,12,16,8
SN544RJ,11,19,15,27
MI899TF,11,21,12,58
KE296BP,11,21,11,37
KE505KG,11,22,18,35
KE930KZ,11,32,14,55
KS144DW,11,46,14,16
RV223KK,11,47,13,53
KE296BP,12,10,13,55
MI304MO,12,47,15,46
TV834YJ,12,58,16,25
TV697JO,13,24,19,0
RV916MX,13,38,16,47
SN705OV,14,11,16,23
MI899TF,14,24,15,8
RV105PQ,14,28,17,44
SO692TK,14,36,16,49
RV190ZQ,14,42,18,53
SN623AR,14,52,19,0
RV421QG,15,6,18,0
RV223KK,15,20,15,58
TV984OL,15,30,19,0
RV560DZ,15,41,17,51
GL369PW,16,14,17,1
KS144DW,16,23,17,2
KS985JE,16,24,19,0
KE026PU,17,1,17,15
RV223KK,17,20,18,13
SN544RJ,17,46,18,16
MI899TF,17,56,19,0
GL658TW,18,8,19,0
GL003EO,18,9,18,59
SN938PV,18,10,19,0
SN612IO,18,35,19,0
GL274YF,18,35,18,59
RV818AK,18,45,18,53
GL473FG,18,48,18,58
TV851NM,18,56,19,0
