SO856VY,6,12,18,0
RV459CD,6,13,17,57
MI377QN,6,22,8,8
KS508FA,6,28,16,54
GL758NH,6,33,10,13
SO942OT,6,53,8,44
SN129WH,7,0,16,27
KE012KI,7,36,7,57
SO783LM,7,37,17,9
TV224ZM,7,52,18,0
KE937JU,7,54,12,13
MI134AX,8,4,14,18
KS479YN,8,5,10,34
KE119YJ,8,31,16,50
KE012KI,8,37,13,17
KS730SD,8,59,13,10
GL954NN,9,3,15,37
GL286BG,9,25,9,58
RV828BQ,9,41,12,51
MI635EF,9,55,11,36
MI631GG,10,1,12,47
RV460ID,10,43,17,36
RV979LI,10,51,16,43
SO942OT,10,59,17,27
TV201JF,11,1,14,51
TV308BF,11,5,18,0
KS854IV,11,52,18,0
MI635EF,12,3,12,33
SN026CO,12,6,18,0
KS703EE,12,6,18,0
TV946IE,12,53,13,48
RV847RJ,13,6,13,53
GL984GQ,13,22,17,48
GL279RO,13,25,18,0
RV935OU,13,46,14,28
SN524WB,13,57,15,22
RV969QI,13,59,14,12
MI635EF,14,1,16,29
SN970VC,14,5,15,22
MI479CT,14,54,18,0
GL272UB,14,59,15,18
SN081RU,15,6,16,16
KS730SD,15,6,16,17
KE024UU,15,7,16,39
RV969QI,15,10,16,16
MI553WK,15,11,15,50
TV946IE,15,13,16,56
TV585KI,15,22,18,0
RV847RJ,15,41,16,29
MI846KM,15,52,16,55
KS943BI,16,26,18,0
SO208KV,16,27,16,41
SN913LD,16,42,17,54
KE135WG,16,54,17,56
SN894NI,17,5,18,0
TV639KV,17,31,18,0
TV982YN,17,46,18,0
KE333LA,17,48,17,52
