SN930MF,6,8,9,57
RV129QV,6,14,20,0
GL604SQ,6,15,19,53
RV109AB,7,3,10,37
KE744YI,7,6,16,6
SO944AJ,7,22,14,54
TV811DO,7,33,8,25
TV933YL,8,51,11,48
SO746BF,9,5,10,35
TV874NH,9,18,20,0
KE343UR,9,18,12,2
SN080GC,9,26,15,18
TV152DU,9,33,18,52
KE600DH,10,7,11,23
KS871UX,10,30,11,19
TV664ME,11,24,13,37
GL477XA,11,28,19,2
GL280QU,11,42,12,23
KE605XE,11,53,17,46
SO184LI,12,18,12,46
MI524QH,12,20,19,25
KS871UX,12,22,18,46
KS404MA,12,36,14,24
SO746BF,12,55,19,6
KS410RD,12,58,13,13
MI585TQ,13,16,16,2
SN564HL,13,19,17,0
KS147QO,13,40,18,34
MI522VU,13,40,14,23
KS358ZQ,13,40,16,49
KE600DH,13,54,17,48
RV408KT,14,0,19,27
KS831SM,14,32,14,48
KE762JA,14,37,16,26
TV994DL,14,37,19,43
SN557HF,14,39,20,0
KE710DU,14,39,19,11
SO998CE,15,38,19,47
TV303NV,15,48,15,53
RV880ST,16,19,19,25
SO944AJ,16,20,20,0
SN319AJ,16,23,16,24
TV704LH,16,28,20,0
SO282NZ,16,31,18,55
SO752KU,16,36,18,51
GL590SR,16,51,18,20
KE180GU,16,53,20,0
TV938YE,17,59,20,0
KS358ZQ,18,2,19,4
SN557RI,18,30,20,0
MI855JB,19,2,19,30
KE462IH,19,8,20,0
SN201LN,19,18,19,42
TV541KZ,19,29,20,0
GL809ZU,19,33,20,0
