RV412VD,7,5,12,35
KS738EI,7,11,20,0
GL307DZ,7,28,16,45
KS946JV,7,40,11,45
SN147TK,7,56,16,58
KE845AB,8,0,8,36
TV694PZ,8,23,11,6
KE845AB,9,11,9,27
KS356BJ,9,18,12,8
TV266RK,9,23,16,22
KE220TB,9,43,12,32
GL567FA,9,48,17,55
TV158GY,10,31,12,4
MI064CR,10,41,16,14
KE845AB,10,42,19,41
SO763RZ,10,54,15,54
TV299WF,11,8,11,52
RV874EG,11,11,18,33
KS983XL,11,35,14,4
KS348AE,11,39,15,16
RV076GG,11,40,15,37
MI722ZB,11,41,20,0
SO395LX,12,5,16,10
GL953WJ,12,26,17,47
KE404QM,12,32,14,47
TV694PZ,12,46,20,0
RV191LO,13,1,20,0
GL915FG,13,7,15,43
KE180AM,13,14,20,0
TV158GY,13,19,18,29
SO440VK,13,20,20,0
SN919KQ,13,33,18,57
KS356BJ,13,35,13,53
KE220TB,13,58,17,29
TV583SQ,14,7,20,0
MI752UJ,14,10,19,39
KS356BJ,14,14,19,18
SO320AB,14,44,14,48
KE822LF,14,46,14,58
SN304CQ,15,43,17,54
KE389PA,15,59,17,21
GL773SF,16,1,18,6
SO950MW,16,3,19,20
KE404QM,16,4,19,0
GL915FG,16,9,16,32
RV721GU,16,11,16,33
SO320AB,16,25,16,30
KS943BR,16,37,18,49
RV554ZX,16,42,18,18
TV145HH,17,27,19,56
RV076GG,17,28,17,38
SO434VX,17,39,18,1
MI064CR,17,55,20,0
GL307DZ,18,6,20,0
KE924PA,18,7,18,23
RV265AS,18,11,19,15
GL142EN,18,17,19,35
MI930OF,18,24,20,0
TV266RK,18,24,20,0
SO038JW,18,35,19,35
SN787ZA,18,35,19,25
KE776PA,18,44,19,52
MI331CA,19,12,20,0
TV453OH,19,54,20,0
