SO755XL,8,2,11,47
SN590GO,8,6,15,23
GL270WQ,8,19,13,20
GL532NH,8,26,9,48
TV505PD,8,32,12,40
GL600OB,8,40,18,0
GL009IQ,8,43,16,0
GL072JV,9,9,10,32
KS350LZ,9,41,13,30
KE462HJ,9,52,15,56
SO964LO,9,55,15,56
SO393QM,10,19,15,56
MI656NA,10,49,11,55
KE790RP,10,56,15,46
RV142QU,11,13,11,14
SO524MS,11,18,15,57
MI607OB,11,22,17,30
GL072JV,12,0,18,0
RV952OY,12,0,17,59
MI655HX,12,21,17,36
KS008VC,12,43,13,9
KS331SV,12,51,16,20
KS273ID,12,52,17,49
TV970GA,13,12,17,43
TV613ZB,13,16,13,21
TV505PD,13,22,18,0
MI590MC,13,37,18,0
GL226BR,13,38,14,4
SO357VA,13,41,16,14
SO609QU,13,42,15,37
MI656NA,13,50,13,55
KS254PH,13,56,16,11
KE785RG,14,7,15,29
SN713AV,14,12,16,55
SO978PM,14,18,15,43
KE655JE,14,23,14,38
MI436VB,14,42,17,17
RV363WK,14,42,17,50
GL836MR,14,45,18,0
TV613ZB,14,46,18,0
TV299DZ,14,59,18,0
KS550ST,15,1,18,0
GL270WQ,15,35,18,0
MI528RH,15,36,17,21
SO647ZR,15,41,18,0
KS350LZ,15,42,18,0
SO704EX,15,48,17,39
TV945XP,15,51,18,0
KE652VI,15,56,16,29
GL253BE,15,58,18,0
KS984EZ,16,7,17,20
KE880RA,16,17,18,0
KS765JU,16,34,17,30
KS515MR,16,50,18,0
SO231YG,17,2,18,0
SO513NU,17,46,18,0
