GL580TR,6,31,7,37
KS154BT,6,37,15,47
SN566VC,6,58,19,0
KE575NY,6,58,14,16
KS275IO,7,33,7,35
TV467CH,7,35,14,52
SN636CL,7,48,7,51
SO781QM,7,52,8,27
GL380LD,8,2,12,17
KE019FQ,8,23,10,25
SN459IM,8,26,12,26
GL264JR,8,34,19,0
GL175QZ,8,46,17,43
GL580TR,8,52,16,27
KS806YB,9,20,17,8
KS194PC,9,22,14,3
TV991CQ,9,48,11,30
SO507BI,10,30,19,0
KE618HV,10,33,12,21
SN291OY,10,46,16,10
KE498KS,10,55,15,25
TV404JM,11,2,16,30
TV173GH,11,12,12,4
KE019FQ,11,19,19,0
SO207VQ,11,32,16,2
SN056HZ,11,35,13,2
RV119NK,11,50,15,42
MI057SE,12,25,13,5
RV978DF,12,46,13,13
KS263NB,13,4,18,24
MI905DX,13,26,13,53
SO877LH,13,41,18,7
KE296HQ,13,47,18,22
SN597OI,13,47,19,0
MI601TL,13,58,16,22
MI668MC,14,7,15,27
KE910IH,14,11,15,42
KS532QU,14,25,18,2
TV173GH,14,35,18,42
SN056HZ,14,51,17,30
SN282CO,14,53,19,0
MI020KI,15,6,17,6
RV500IT,15,44,18,59
TV467CH,16,3,17,38
GL991XQ,16,17,19,0
RV119NK,16,18,17,11
SN297UD,16,22,18,38
KE910IH,16,24,17,32
SN921MX,16,33,19,0
GL578EB,16,34,16,56
KE575NY,16,41,18,32
KS027CR,16,58,17,7
RV723FL,17,3,18,19
KS671HI,17,52,18,5
KE222BT,17,58,18,6
MI558BT,18,29,18,49
MI899EK,18,43,18,58
TV305MQ,18,44,18,50
