MI298IW,6,0,9,40
SN244JB,6,9,8,7
TV465KA,6,46,16,36
SN438VC,6,49,14,45
TV983ET,6,55,17,33
KS333ZI,7,5,9,2
GL645TF,7,14,12,21
TV863BR,7,25,11,27
KS971QY,7,32,9,32
SO741QK,7,35,8,5
KE829SB,7,51,10,43
SO176UF,8,17,11,1
MI183RJ,8,17,15,6
SO445QW,8,53,11,31
SN244JB,9,10,14,24
KS319IL,9,33,12,3
KS870CU,9,33,15,42
KS596XL,9,39,10,54
KS187JQ,9,43,16,24
SO741QK,10,1,14,43
MI298IW,10,22,15,26
TV697EM,10,36,14,53
SO333PV,10,37,14,52
KE545LL,10,40,14,19
KE012ZO,10,40,15,52
KS596XL,11,8,11,57
KE829SB,11,8,17,23
GL024TD,11,32,15,34
RV693DR,12,8,15,55
KE357EB,12,34,18,0
KS376EP,12,41,12,52
SO714LV,12,57,16,36
SO208DA,13,13,17,37
KS376EP,13,34,17,38
RV707WZ,13,47,13,56
MI470MS,14,30,15,54
GL529DZ,14,48,14,53
GL992AI,14,55,17,42
MI243ER,14,58,16,30
SN429BA,15,5,18,0
TV119EZ,15,8,16,15
MI346LV,15,10,17,42
KE243UR,15,50,18,0
TV215WX,15,54,17,19
KE200JZ,16,0,16,13
TV728LK,16,7,17,27
KS062EC,16,15,18,0
TV376IE,16,19,17,49
KE061TJ,16,28,16,31
SN438VC,16,31,16,57
RV648JY,16,45,17,42
TV595RO,16,54,17,56
KS761XM,16,54,18,0
RV864EC,16,56,18,0
RV411CR,17,15,17,39
SO795VU,17,30,17,44
RV536OK,17,44,17,59
